"ginc" "height" "age" "length" "mar" "sex" "german" "alevel"
1634 164 42 17.1 1 1 1 1
2101 167 35 14 1 0 1 0
1015 163 47 2.8 0 1 1 0
1248 155 51 3.4 1 1 0 0
1558 170 30 6.6 0 1 1 0
563 169 45 24.5 1 1 1 0
4599 165 46 28 1 0 1 0
3627 165 44 6.9 1 1 1 0
1377 178 45 7.3 1 0 1 0
3017 170 44 22.7 1 1 1 1
1825 170 33 10.3 1 0 1 0
1271 168 45 0.8 1 1 1 0
1078 172 56 1.5 0 0 1 0
1895 150 52 7.8 1 1 1 1
2231 187 22 0.8 0 0 1 1
2020 176 30 4.6 1 0 1 0
1640 182 53 1.3 1 0 1 1
2885 168 41 12.3 1 1 1 1
4159 183 38 0.1 1 0 1 1
2077 168 48 2.3 0 0 0 0
3240 175 50 25.2 1 0 1 0
4242 173 44 3.2 1 1 0 1
4473 175 41 12.5 1 0 1 1
1310 170 24 5 0 1 1 0
2418 190 43 13.5 0 0 1 0
6553 175 61 26.5 1 0 1 0
1978 181 36 0.8 0 0 1 0
2690 166 39 20 0 1 1 0
2391 173 38 17 1 0 1 0
2495 179 40 3 0 0 1 0
3890 170 34 1.6 0 1 1 0
1675 168 44 0.8 0 1 1 0
2998 180 41 7.9 1 0 1 0
1938 170 38 4.7 1 0 0 0
1143 173 22 2.8 0 1 1 0
2361 160 44 0.3 0 1 0 1
2683 158 60 33 1 1 1 0
5964 180 37 1.2 1 0 1 1
2209 180 40 8.7 1 0 1 0
2192 184 31 7.8 0 0 1 1
1823 171 31 11 0 1 1 0
4489 178 39 1.4 1 0 1 1
3118 174 26 1.9 0 0 1 0
3615 174 45 6.5 1 0 1 1
7018 172 58 39 1 0 1 0
1832 176 32 3.3 1 0 0 0
1818 168 35 4.7 1 1 1 1
1440 184 61 10.3 1 0 1 0
1478 168 45 7.8 1 1 1 0
2024 180 37 18 1 0 1 0
2960 178 53 32.1 1 0 0 1
3062 171 34 3.5 0 0 1 0
4204 178 40 1 1 0 1 1
1707 170 44 6.2 1 0 1 1
2866 170 47 27 0 1 1 0
9010 186 43 8.2 1 0 1 1
3501 183 33 0.8 0 0 1 1
3816 180 25 0.8 0 0 1 1
1612 171 43 2.3 1 1 1 0
1289 163 57 12 1 1 1 0
2035 165 27 8 0 1 1 0
2020 172 47 6.6 0 1 1 0
2738 176 42 23 1 0 1 0
1894 178 26 3.4 1 1 1 0
4467 173 62 22.3 1 0 1 1
1193 165 22 1 0 1 1 0
1503 185 47 5.5 1 0 1 0
3263 180 51 21.7 1 0 1 0
3467 168 45 10.5 0 1 1 1
2265 186 41 1.5 0 0 1 0
3223 160 57 22.1 1 1 1 0
2895 184 43 5.7 1 0 1 0
4026 182 51 15.6 1 0 1 1
887 172 29 10 0 1 1 0
1975 163 50 6.8 1 1 1 0
2315 174 49 10.2 1 1 1 0
742 162 33 0.6 1 1 1 1
1222 165 51 7.8 1 1 1 0
2413 176 58 3.8 1 0 1 1
1625 178 40 0.5 1 0 0 0
2753 170 58 22.2 0 1 1 0
1269 160 35 8.9 1 1 1 0
1976 176 55 1.1 1 0 0 0
1464 159 59 13.1 1 0 0 0
7096 178 53 0.9 1 0 1 1
2441 174 42 22.5 1 0 0 0
2115 158 24 4 0 1 1 0
4021 169 45 13.8 1 0 1 1
2693 162 47 28 0 1 1 0
3819 175 29 12.6 0 0 1 0
641 158 36 1 1 1 1 0
469 172 37 1.1 1 1 1 1
2047 167 35 10.1 0 1 1 0
1622 173 48 6.7 1 0 1 0
3148 180 39 12 1 0 1 0
1716 170 29 9 0 1 1 0
4599 180 41 5.7 1 0 1 1
2460 178 49 2.5 1 0 1 0
1978 179 31 4.1 0 0 1 0
2044 175 46 23.7 1 0 1 0
2841 175 46 0.5 1 0 1 0
1296 164 46 6.3 1 1 1 0
2818 194 27 0.7 0 0 1 1
4287 175 47 11.6 1 0 1 1
992 163 52 34 1 1 1 0
1732 173 50 2.8 1 0 1 1
2569 165 34 6.1 1 1 1 1
1826 165 25 2.9 1 1 1 0
2560 187 33 16.7 0 0 1 0
3339 180 42 21 0 0 1 0
2508 163 49 28.3 1 1 0 0
1064 186 42 4.7 1 0 1 0
973 160 48 0.6 0 1 1 0
2194 178 40 4 1 0 1 0
1031 160 52 7.5 1 1 1 0
2090 173 33 4.2 0 0 1 0
3128 168 37 16 1 0 1 0
841 168 58 0.4 1 1 1 0
2354 168 32 10 0 1 1 0
1514 170 57 0.3 1 0 1 1
2100 175 45 11.5 1 0 1 0
1943 161 51 6.2 1 1 1 1
1893 175 48 19.8 0 0 1 1
1793 172 33 5.5 1 0 1 0
621 170 25 0.3 1 1 0 1
1978 152 30 8.6 1 1 1 0
3785 180 41 17.2 1 0 1 0
1295 171 37 13.8 1 1 1 0
1083 157 44 7.7 1 1 1 0
1563 180 33 0.2 1 0 1 0
2253 172 55 7.8 1 1 1 0
2321 179 28 0.9 0 1 1 0
2909 186 33 11.3 1 0 1 0
2353 165 36 15 0 0 1 0
2017 180 51 3.4 0 0 1 1
2584 174 29 5.9 1 0 1 1
829 167 36 8.3 1 1 1 0
2894 180 39 7.6 0 0 1 0
5001 180 36 3.8 0 0 1 1
2968 184 28 0.8 0 0 0 1
3726 188 50 14 1 0 1 0
1268 178 23 4 0 1 1 0
2876 185 46 3.7 1 0 0 0
5085 181 41 4.8 0 0 1 1
2641 178 45 15.7 1 0 1 0
3053 178 58 12.1 1 0 1 0
1897 165 37 3.4 1 1 1 0
2730 180 37 1.9 0 0 1 0
2425 192 33 4.5 0 0 1 0
2527 182 38 3 1 0 1 0
2415 175 28 1.5 1 0 1 0
3570 183 46 17.1 1 0 1 1
3833 172 29 1.9 1 1 1 1
1620 175 64 14.9 1 0 1 0
1549 180 34 8.4 1 1 1 0
1117 165 39 1.8 1 1 1 1
2446 157 48 30.4 1 1 1 0
3171 172 49 24.8 0 0 1 0
1960 165 56 2.3 0 1 0 1
2976 159 35 5.6 0 1 1 1
1132 170 58 0.3 1 0 1 0
2455 186 36 0.1 1 0 1 0
1497 180 34 0.8 0 0 1 0
1676 176 33 2.4 1 1 1 1
1152 170 31 9.2 1 1 1 0
990 165 45 0.8 1 1 1 0
858 160 30 0.7 1 1 0 0
5155 189 49 18.3 1 0 1 1
1848 185 61 19.8 1 0 1 0
2347 194 42 23.8 1 0 1 0
2709 171 50 7.9 1 0 1 0
2365 187 36 4.6 1 0 1 1
3075 181 47 23.1 1 0 1 0
1389 170 40 10.2 1 0 1 0
2044 178 28 1.6 0 0 0 0
2411 175 46 3.8 1 0 1 0
4547 190 49 18.2 1 0 1 1
2773 160 50 15.6 1 0 1 0
3669 200 32 1.9 0 0 1 1
2015 176 48 9.6 0 1 1 1
980 163 37 0.9 1 1 0 1
6672 186 37 1.8 1 0 1 1
3146 171 47 10.4 1 1 1 1
1837 182 56 12 1 0 1 0
2096 173 23 1.5 0 1 1 1
3511 193 29 8 1 0 1 0
1435 173 50 0.6 0 0 1 0
1664 178 50 10 0 0 1 0
2974 178 43 14.3 1 1 1 1
1962 165 44 14.6 1 0 1 0
2417 162 56 21.9 1 1 0 0
2201 180 42 23 1 0 1 1
1975 165 27 3.8 0 1 1 0
2009 190 43 5.1 0 0 1 1
2622 170 30 10 1 1 1 1
1118 166 40 1.2 1 1 1 0
3483 175 56 6.3 1 0 1 1
2348 175 50 15.7 1 1 1 0
1427 165 30 1.3 1 0 1 0
3099 169 31 1.6 0 0 1 1
2365 177 36 0.3 1 1 1 1
1388 175 48 11.6 0 0 1 0
3191 165 32 10 0 1 1 1
2993 175 37 6.2 1 0 1 1
2150 155 44 21.4 1 1 1 0
2032 175 36 1 0 0 0 1
5046 182 59 5.3 1 0 1 0
1572 168 57 4.8 1 0 0 0
2521 173 32 6.1 1 0 1 0
874 184 42 0 0 0 1 0
1415 163 29 0.8 0 1 1 0
2757 159 40 12.6 0 1 1 0
2323 180 33 15 1 0 1 0
3010 178 53 1.8 1 0 1 0
4317 176 45 16.8 1 0 1 1
2253 173 42 0.3 0 0 1 0
1099 162 61 9.5 1 1 1 0
2129 178 37 10.8 1 0 1 0
629 160 40 4.4 1 1 1 0
1240 168 43 23.6 1 1 1 1
1788 188 42 0.7 1 0 0 0
1382 164 45 1.1 1 1 1 0
2670 176 29 1.9 0 1 1 1
2311 180 49 20.8 1 0 1 0
1979 157 55 36 1 1 1 0
5461 182 39 2.4 1 0 1 1
1026 164 56 39 1 1 1 0
1739 185 24 1.4 0 0 1 0
3792 186 42 0.6 1 0 1 0
2442 166 32 0.3 0 0 1 0
1538 170 40 15.4 1 1 1 1
2408 160 55 10.5 1 1 1 1
3213 170 46 10.1 1 1 1 1
1010 170 41 0.2 1 1 1 0
2147 178 47 23 0 0 1 1
1747 178 24 0.5 0 0 1 1
2542 184 61 11.1 1 0 1 0
2563 185 28 0.6 0 0 1 1
2549 170 42 22.4 0 0 1 0
1567 170 51 32 1 0 1 0
4681 187 47 24.3 1 0 1 1
709 163 63 0.9 0 1 1 0
2254 176 55 1.7 1 0 1 0
2221 180 58 28.4 1 0 1 0
1769 178 28 3.2 1 0 1 0
1660 164 53 7.9 1 1 1 0
1020 163 43 17.6 1 1 1 1
2379 160 45 10.1 1 1 1 1
506 164 45 13.8 1 1 1 1
2499 187 31 1.6 0 0 1 0
2979 180 40 11.6 0 0 1 0
2416 185 28 2 0 0 1 0
2917 186 31 4.9 1 0 0 0
2107 170 38 18.4 1 1 1 0
2913 170 53 29.5 0 0 1 0
1387 179 43 6.5 1 0 1 0
2787 177 50 26.5 0 0 1 0
1918 180 24 2.5 0 0 1 0
1779 184 34 5.6 1 0 1 0
1605 175 30 8.3 0 1 0 1
1416 160 23 0 0 1 1 1
3851 165 45 26 1 0 1 0
1522 170 58 5.2 1 0 1 0
1318 170 22 1.3 0 0 1 0
2096 186 37 3.6 0 0 1 0
1553 168 30 1.4 1 0 1 0
4612 186 40 7.2 1 0 1 1
5057 184 44 9.8 1 0 1 1
2732 170 53 26.3 0 0 1 0
2624 179 59 7.7 1 0 1 0
1190 164 49 10.3 1 1 1 0
2077 170 55 0.3 1 0 1 1
1229 165 40 5.7 1 1 1 0
1644 184 28 2.4 1 0 0 0
7274 183 47 20.6 1 0 1 1
2481 188 45 9.8 1 0 1 0
2133 170 60 37 1 0 1 0
1771 173 37 9.8 1 0 1 1
1457 153 58 13.8 1 1 1 0
1779 165 44 26 1 1 1 0
1007 167 30 6.8 1 1 1 0
1659 163 33 9.4 0 1 1 0
637 163 32 2.1 1 1 1 0
1777 182 63 42.9 1 0 1 0
1202 170 56 5.1 1 0 1 0
1774 173 39 0 1 0 1 0
1598 165 35 16.8 1 0 0 1
2964 168 34 7.8 1 1 1 0
3319 178 39 11.9 1 0 1 0
3472 158 44 21.7 1 1 1 1
1179 168 44 7.6 0 0 1 0
2699 169 55 22.5 1 0 0 0
2365 156 54 19.3 1 1 1 0
2068 168 40 7.3 0 1 1 0
2440 178 57 9.8 1 0 1 1
1316 160 54 20.7 1 1 0 0
3338 180 48 28 1 0 1 0
609 168 28 0.7 0 1 1 0
2941 163 53 32.1 1 1 1 1
2045 163 57 1.4 0 1 1 0
4497 168 52 28.3 1 0 1 1
1108 174 23 1.2 1 1 1 1
2413 178 28 1.3 0 0 1 1
2264 169 43 22.5 0 1 1 0
5967 182 47 17.8 1 0 1 1
4017 166 57 30.8 0 0 1 1
2271 165 48 28 1 0 1 1
1007 150 43 9.8 1 1 0 0
1813 164 53 1.1 1 1 0 0
1901 176 55 15.8 0 0 1 0
6017 177 50 14 0 0 1 1
2605 179 27 1.7 0 0 1 1
1261 178 35 0.3 1 1 1 0
1507 172 25 1.5 0 0 1 0
2803 170 53 35 0 0 1 0
2061 170 44 24.9 1 1 1 0
2533 158 53 10.8 1 1 1 0
1625 175 35 7.3 0 0 1 0
621 162 40 1.1 1 1 1 0
6939 178 58 25.8 1 0 1 1
2961 190 23 0.5 0 0 1 0
745 168 45 2 0 1 1 0
2323 170 32 3.8 1 0 1 0
1731 180 47 5.5 1 0 1 0
847 169 44 8.3 1 1 1 0
2542 180 30 5.8 1 0 1 0
1906 172 30 6.6 1 1 1 0
983 163 37 4.8 1 1 1 0
1111 169 37 6.9 1 1 1 0
803 170 54 4 0 1 1 0
1419 153 30 8 0 1 0 0
5819 183 49 19.9 1 0 1 1
2909 185 41 15 1 0 1 1
2309 165 39 18.8 0 1 1 0
2928 162 42 6.4 1 0 1 0
1769 189 50 11.2 1 0 1 0
1717 179 40 2.1 0 1 1 1
3680 179 37 0.5 0 0 1 1
2291 172 62 25.3 1 0 0 1
2422 179 48 24.9 1 0 1 0
7129 178 52 23 1 0 1 1
2868 161 49 28.8 1 1 1 0
561 172 40 9.3 1 1 1 1
2931 187 38 2.4 1 0 1 1
2707 187 30 1.8 0 0 1 0
3432 159 42 12.5 1 1 1 1
4965 182 38 8.5 1 0 1 1
912 168 40 0.8 1 1 1 1
2795 161 33 0.6 0 1 0 1
2640 175 45 0.6 1 0 1 1
2471 186 31 1.1 1 0 1 1
2469 185 22 3 0 0 1 0
3806 182 37 15.8 1 0 1 0
2666 172 58 9.8 1 0 1 0
3550 184 26 3.6 0 0 1 1
2544 158 57 16.3 1 1 1 0
1797 199 30 1 0 0 1 1
3493 170 60 10 1 0 1 1
3604 182 36 6.5 1 0 1 1
4707 184 34 5.7 1 0 1 1
577 166 44 10.9 1 1 1 0
3168 180 32 4 0 0 1 1
1017 178 38 10 1 1 1 0
634 180 45 1.3 0 1 1 0
2483 170 23 0.8 0 1 1 1
2808 165 32 0.8 1 0 1 0
1051 150 41 8.8 0 1 1 0
1466 164 38 11.3 1 1 1 0
4965 168 60 35.9 0 1 1 0
4584 164 44 7.3 1 1 1 1
2635 186 39 21 1 0 1 0
1980 176 25 4 0 1 1 0
2276 186 51 20.8 1 0 1 0
779 176 45 6.7 1 1 1 0
3323 171 41 8.1 1 0 0 0
2562 168 58 11 1 1 1 0
2279 158 59 17.1 0 1 1 0
2026 178 33 10 1 0 1 0
1267 160 41 6.8 1 1 1 0
2749 178 35 16 0 0 1 0
2254 172 24 0.8 0 1 0 0
4482 185 46 9.8 1 0 1 1
1655 166 24 3.5 0 1 0 0
889 165 37 18 1 1 1 0
2014 192 31 1.1 0 0 1 0
3986 182 41 11.7 1 0 1 1
1831 174 37 18 0 0 1 0
2855 164 49 4.4 1 0 1 0
1492 172 58 9.4 1 0 1 0
2188 160 47 3.8 1 1 1 1
3319 164 50 2.9 1 1 1 1
1838 168 48 8.4 1 1 1 1
809 155 40 21 1 1 1 0
1859 158 54 21 1 1 1 0
2247 156 57 13.9 0 0 0 0
1514 160 27 7.1 1 0 0 0
3974 176 28 1.8 0 0 1 1
2635 175 39 10.8 1 0 0 0
3125 180 28 0.3 0 1 1 1
2566 175 46 8 1 0 1 1
1924 184 22 3 0 0 1 0
1709 176 46 25.3 1 0 1 0
2009 178 54 31.3 1 0 1 0
1173 167 35 13.6 1 1 1 0
1325 160 33 1.5 1 1 1 0
1806 162 40 0.6 1 1 1 1
2094 167 43 11.5 1 1 1 0
2508 176 25 2.5 1 0 1 0
2437 172 48 10.3 0 0 1 1
2222 160 25 3.2 1 1 0 0
1459 169 35 2.3 1 1 1 0
1846 176 49 1.8 1 0 1 0
2270 168 45 11.3 0 1 1 0
3286 168 41 12.4 1 1 1 1
2931 165 61 36.5 1 0 1 1
1747 170 43 1.3 1 1 1 0
1124 174 39 1.3 0 0 1 0
2269 163 23 4 0 1 1 0
3382 176 43 2.6 1 0 1 0
1621 168 41 6.4 0 1 1 0
2374 186 34 15.4 0 0 1 0
2353 182 47 5.8 1 0 1 0
2528 175 27 2 0 0 0 0
2981 184 48 12.5 1 0 1 1
2191 193 38 11.8 1 0 1 0
1683 185 24 0.4 0 0 1 0
3418 180 39 0.8 1 0 1 0
1278 156 36 12.6 1 1 1 0
3760 180 40 7 1 0 1 0
1321 168 38 16 1 1 1 1
6130 178 40 3.8 1 0 1 0
1857 164 40 9.1 1 1 1 0
1599 168 46 4.4 1 1 1 1
741 164 58 11.3 1 1 1 0
1771 168 52 15.7 1 0 1 0
1379 165 46 6.3 1 1 1 0
2790 180 58 8.5 1 0 1 0
4203 193 40 9.3 1 0 1 1
1706 171 43 14.5 0 0 1 0
2463 179 49 18.8 1 0 1 1
2935 188 54 17.1 0 0 1 0
1267 185 21 0.2 0 0 1 0
2501 175 46 7 0 0 1 0
1980 165 37 18 1 1 1 0
2859 184 42 18.5 1 0 1 0
3204 187 47 21.4 1 0 1 0
1414 152 41 4.8 0 1 1 1
2206 178 44 12.2 0 1 1 1
1839 163 44 17.5 1 1 1 0
1607 181 35 16 1 0 1 0
2074 170 45 13.5 1 0 1 0
4309 181 47 3.3 1 0 1 1
1811 162 25 2.1 0 1 1 0
2511 178 40 8.8 1 0 1 1
962 168 23 0.3 0 1 1 1
2020 182 60 8.2 1 0 1 1
3171 170 44 10.3 1 0 1 0
1912 181 33 1 1 0 1 0
2635 178 30 3 0 1 1 1
1259 158 47 0.5 1 1 1 0
2078 168 39 11.8 0 1 1 0
2729 173 53 1.4 1 0 1 1
1126 175 27 7 1 0 1 0
2521 192 30 3.1 0 0 1 1
2962 185 28 1.4 0 0 1 1
1842 175 37 4 0 0 1 0
1741 193 22 1 0 0 0 0
1651 166 43 3.3 1 1 1 0
1903 166 41 8.3 0 1 1 0
5727 174 52 27.2 1 0 1 1
2894 175 45 26 1 0 1 0
619 169 39 16.4 1 1 1 0
1490 170 39 2.2 1 1 1 1
4019 170 51 14.4 1 0 1 0
1583 166 37 4 0 0 1 0
2460 186 42 5.6 1 0 1 0
1417 170 45 20.1 0 1 1 0
1378 163 59 1 1 0 0 0
2289 174 64 22.8 0 0 0 1
741 168 49 11.7 1 1 1 0
1749 172 25 4.7 0 0 1 0
3079 158 30 5.3 1 1 0 1
2482 183 34 15.9 1 0 1 0
1041 171 33 8.1 0 1 1 0
3986 183 27 5.2 0 0 1 1
3084 175 60 23.8 1 0 1 0
2027 180 36 13.4 1 0 1 0
817 172 39 8.4 1 1 1 0
2988 176 43 17.1 1 0 1 0
1000 172 36 2.5 1 1 1 0
1787 156 42 3.1 1 1 1 0
1743 167 61 32.8 1 1 1 0
2276 176 43 24 1 0 1 0
1468 175 59 1.3 1 0 1 1
2243 168 55 17.2 0 0 1 0
3615 182 42 12.5 1 0 1 1
2110 165 33 8.9 0 1 1 1
2922 186 40 9.8 1 0 1 0
2942 180 36 2.1 0 0 1 1
1522 158 33 2.3 0 1 1 0
2736 180 21 2 0 1 1 0
1186 161 43 8.4 1 1 1 1
1943 180 45 7.7 0 0 1 0
2793 174 35 11.3 1 0 1 0
4065 186 41 2.4 1 0 1 1
1320 158 37 0.3 1 1 0 0
1245 185 42 12 0 0 1 0
689 164 41 2.3 1 1 1 1
1952 173 44 5.5 0 1 1 0
2170 178 48 29.8 1 0 1 0
4109 172 58 15.6 1 0 1 1
2468 173 43 11.7 1 1 1 1
1256 167 44 23.5 1 1 1 1
3571 189 37 0.3 1 0 1 1
3939 164 59 26.7 1 0 1 0
2520 177 27 2.2 1 1 1 1
1133 168 46 10.8 1 1 1 0
2120 169 52 22.8 1 1 1 0
2890 165 60 28.3 1 0 0 0
5319 172 45 6.9 1 0 1 0
2552 178 38 8.8 1 0 1 1
518 168 48 15 1 1 1 0
2699 175 52 26.8 0 0 1 0
1805 163 45 3.4 1 1 1 1
1904 159 31 10.3 1 1 1 0
1307 165 48 3 1 1 1 0
3153 169 63 19.1 1 0 0 0
1724 158 38 10.7 0 1 1 0
2332 182 24 5 0 0 1 0
854 168 52 1.6 1 1 1 0
1132 176 47 17.8 1 0 1 0
2869 182 40 10.9 1 0 1 0
1254 168 30 10.6 1 1 1 0
1094 171 24 0.2 0 1 1 0
1741 176 57 4.2 1 0 1 0
4534 178 60 42 1 0 1 0
3436 168 52 17.6 1 1 1 1
2223 155 47 27.3 1 1 0 0
1662 164 49 10.6 1 1 1 0
1674 154 33 13.1 0 1 0 0
1922 158 52 31.4 0 1 1 1
6324 182 42 6.8 1 0 1 1
2477 165 45 24.8 1 1 0 0
2878 186 51 32 1 0 1 0
1341 160 46 4.3 1 1 1 0
5182 189 39 10.7 0 0 1 1
4003 182 37 3.7 1 0 1 0
3479 178 39 4.3 1 0 1 1
2520 184 28 0.7 0 0 1 1
2151 190 34 12 0 0 1 0
2864 180 28 5.6 1 0 1 1
1590 168 41 10.4 1 1 1 0
1020 176 22 1.3 0 1 1 0
2395 171 31 10.6 1 0 0 1
3286 189 38 8 0 0 0 1
2857 187 44 2.3 0 0 1 1
1847 165 51 11.6 1 1 1 0
1614 169 44 2.6 1 0 1 0
1777 167 53 2.8 1 1 1 0
3785 178 50 2.8 1 0 1 0
4567 185 44 18.2 1 0 1 1
2328 175 28 7 1 0 1 0
1535 183 21 2 0 0 1 0
3286 172 35 1.2 0 0 1 1
710 158 34 1.3 1 1 1 0
497 164 42 14.9 1 1 1 1
3251 175 22 3 0 0 1 0
7426 189 45 23 1 0 1 1
2652 170 51 32 1 1 1 0
1105 160 42 5.3 1 1 1 0
1472 164 56 22.9 1 1 0 0
1104 174 44 0.8 1 0 1 0
1958 193 38 17.6 1 0 1 0
748 170 44 9.8 1 1 1 0
1206 186 55 22.7 1 0 1 0
1043 168 36 16.2 0 0 1 0
3551 174 57 32.3 1 0 1 0
1842 168 41 1.6 1 0 1 0
2092 178 48 19.7 0 0 1 1
2342 167 54 7.8 1 0 1 0
975 165 43 2.8 1 1 1 1
1414 160 23 4 0 1 0 0
2283 171 61 3.8 1 0 1 1
1563 167 54 23 1 0 1 0
2011 180 36 5.8 1 0 1 0
3079 178 24 0.8 0 0 1 0
3879 175 46 3.3 0 0 1 1
2582 172 43 18.4 1 0 1 1
1533 165 46 22.1 1 1 1 0
741 171 42 3.6 1 1 1 1
1239 170 27 4.3 0 1 1 1
1388 190 24 2.4 0 0 1 0
2747 173 42 23 1 1 1 1
3314 184 54 6.2 1 0 1 0
2868 173 40 4 0 1 1 0
1430 178 45 5.3 1 0 1 0
1260 163 27 0.1 0 1 1 0
1215 170 37 14.5 1 1 1 1
1488 175 33 10.3 1 0 1 0
4962 182 46 13 0 0 1 1
3262 186 33 0.9 0 0 1 1
2711 172 41 19 0 1 1 1
2107 165 33 15.8 1 0 0 0
4016 172 47 22.8 1 0 1 0
1035 164 59 2.8 1 1 1 0
1804 156 52 6.1 1 1 1 1
4631 169 56 7.8 0 1 1 0
2403 174 47 16.6 1 1 1 0
617 167 33 0.2 0 1 1 0
2150 175 62 29.8 1 0 1 1
1934 173 41 10.1 1 0 1 0
1222 170 34 0.1 0 1 1 0
2980 167 49 1.9 1 1 1 0
3552 165 52 32.3 1 1 1 0
1683 169 62 30.9 1 0 1 0
4045 176 33 1.2 0 0 1 1
2750 181 30 5 0 0 1 1
7059 162 47 12.3 1 0 1 1
3607 182 38 1.5 1 0 1 1
2098 157 43 21 1 1 0 0
2783 182 30 8.4 1 0 1 0
2544 182 30 7.8 1 0 1 0
1377 165 37 10.8 1 1 1 0
1177 162 36 12.3 1 1 1 0
1790 175 46 12.2 1 1 1 0
3805 182 47 9 1 0 1 0
2542 170 51 18.4 1 0 0 0
2848 178 34 9.1 1 0 1 0
1186 170 45 0.3 0 0 1 0
2503 177 25 4.9 1 0 0 0
2483 163 53 5.2 1 1 1 0
2717 181 29 7.4 1 0 1 1
822 163 59 15.4 1 1 1 0
6524 175 34 3.3 0 1 1 1
3610 180 52 7.3 1 0 1 0
875 164 54 7 1 1 1 0
1129 180 47 11.4 1 0 1 0
3806 170 52 32.1 1 0 1 1
6624 176 39 0 1 0 1 0
2593 164 37 0.2 0 1 1 1
2411 180 51 33.4 1 0 1 0
1194 175 47 10.7 1 0 1 0
1516 163 45 4.8 1 1 1 1
1874 168 36 7.5 1 1 1 1
3495 185 38 15 0 0 1 1
1958 160 43 11 1 1 1 0
2556 176 38 20 1 0 0 0
2153 165 37 0.8 1 1 1 0
1496 180 37 10.8 1 0 1 0
1593 160 53 34.2 1 0 0 0
1985 180 51 27 1 0 1 0
1513 175 40 3.9 1 0 1 0
3231 190 52 15.7 1 0 1 0
2497 172 50 14.5 1 1 1 0
1547 169 58 33.3 1 1 1 1
1879 172 55 18.1 1 0 1 0
1307 158 32 0.7 1 1 1 1
2657 174 43 4.1 1 1 1 0
665 168 38 1.8 1 1 1 0
2940 165 30 0.3 0 1 1 0
6916 168 58 28.2 1 0 1 0
2485 172 43 19.3 1 0 1 0
2714 192 38 4 1 0 1 0
3304 190 28 1.2 1 0 1 1
2322 157 31 8.4 0 1 1 0
1555 159 35 16.5 1 1 0 0
938 168 51 0.2 1 1 1 1
3015 170 44 24 1 1 1 1
2467 168 36 16 0 1 1 1
3317 176 38 3.4 1 0 1 1
3335 172 54 14.9 1 0 1 0
1123 163 36 0.5 0 1 1 1
1850 160 49 2.3 0 1 1 0
1434 176 34 7.5 0 0 1 0
2816 164 57 21.8 0 1 0 1
1105 176 52 27.3 1 1 1 0
698 169 38 0.9 0 1 1 0
2600 168 47 23.3 1 0 0 0
2050 185 31 12.6 0 0 1 0
3212 166 43 13 0 1 1 0
1560 173 55 1.6 0 0 1 0
1723 158 50 14.3 1 1 0 0
1690 182 45 10.8 1 0 1 1
2983 168 41 0.4 1 1 1 0
3003 178 53 1.5 0 0 1 0
1058 190 21 3.1 0 0 1 0
1652 168 63 46 0 0 1 1
2634 196 36 0.4 1 0 1 0
1423 160 42 12 0 1 1 0
1833 168 44 2 1 0 1 1
2959 179 42 20.4 0 0 1 0
3452 182 44 10.9 1 0 1 1
1104 173 49 0.4 1 1 1 0
686 169 55 0.3 1 1 1 0
1925 170 25 2.5 0 1 1 1
2561 181 27 0.5 0 0 1 1
564 172 36 5.9 0 1 1 0
2457 187 39 17.3 1 0 1 0
2273 184 36 1.8 0 0 1 1
2574 159 36 0.4 0 1 1 0
1352 156 53 13.8 1 1 0 0
1222 176 53 0.1 0 0 1 1
5098 196 35 1.7 1 0 1 0
2393 180 39 6.5 0 0 1 0
1524 170 26 3 0 1 1 1
2075 174 25 1.8 0 1 0 1
2092 174 42 7.8 1 0 1 0
2162 164 23 3 0 1 1 0
3575 170 51 2.9 1 1 1 1
4537 175 32 1.3 1 0 1 1
1418 172 51 2.9 1 0 1 0
2227 178 42 7.6 1 0 1 0
2597 170 32 4.8 0 1 1 1
759 166 46 0.1 1 1 0 0
3521 200 30 2.6 0 0 1 1
3331 170 42 0.8 0 1 1 1
2480 170 36 0.1 1 0 1 0
1806 175 31 11 0 0 1 0
699 165 47 10 1 1 1 0
3747 176 42 20.3 0 0 1 0
1003 176 23 0.3 1 1 0 0
2508 182 33 0.6 0 0 1 1
1487 164 52 8.1 1 1 1 0
1799 165 46 24.2 0 1 1 0
3773 185 32 1.7 1 0 1 1
1523 175 25 3.4 0 0 1 0
1698 158 37 12.3 1 1 1 0
2032 181 34 3.8 0 0 1 1
3515 182 41 16 1 0 1 0
4962 185 50 17.9 1 0 1 1
2049 178 34 5.1 0 0 1 0
1814 170 23 0.8 0 0 1 0
2047 173 40 10.4 1 0 1 0
1977 176 31 0.5 0 1 1 0
1720 163 60 31.3 0 1 1 0
1405 160 29 1.1 1 1 1 0
2270 181 59 8 1 0 1 0
2951 178 42 20.8 0 0 1 0
1204 176 26 1 1 0 0 0
6041 186 40 13.7 1 0 1 1
1701 172 36 1.9 0 0 1 0
3304 170 54 25.8 1 1 1 0
1989 186 25 3.2 0 0 1 0
1599 167 33 9.5 0 1 1 0
2597 162 42 10.1 1 1 1 1
3155 176 49 22.4 1 0 1 0
1805 164 45 3 0 1 1 1
1867 169 28 4 0 1 1 0
2082 166 63 8.8 1 0 1 0
4256 185 47 11 1 0 1 1
3782 167 50 16.8 1 0 1 1
1536 167 36 10.8 0 1 1 0
